Gyr, 48.389, 0.00, 0.06, -0.02
Gyr, 48.393, 0.03, 0.07, -0.02
Acc, 48.396, -6.25, -4.02, -7.20
Gyr, 48.413, 0.03, 0.08, -0.03
Gyr, 48.421, 0.01, 0.08, -0.04
Acc, 48.425, -6.25, -4.02, -7.20
Gyr, 48.429, -0.02, 0.08, -0.05
Gyr, 48.433, -0.03, 0.09, -0.05
Acc, 48.436, -6.25, -4.02, -7.20
Gyr, 48.440, -0.04, 0.09, -0.06
Gyr, 48.443, -0.05, 0.10, -0.05
Acc, 48.447, -6.25, -4.02, -7.20
Gyr, 48.451, -0.05, 0.10, -0.05
Gyr, 48.454, -0.06, 0.11, -0.05
Acc, 48.459, -6.26, -4.04, -7.30
Gyr, 48.462, -0.06, 0.12, -0.05
Gyr, 48.476, -0.05, 0.12, -0.05
Acc, 48.482, -6.14, -4.53, -7.19
Gyr, 48.486, -0.06, 0.14, -0.04
Gyr, 48.490, -0.05, 0.14, -0.04
Acc, 48.494, -6.13, -4.47, -7.19
Gyr, 48.497, -0.06, 0.15, -0.04
Gyr, 48.500, -0.05, 0.16, -0.04
Acc, 48.503, -6.00, -4.41, -7.28
Gyr, 48.506, -0.06, 0.17, -0.04
Gyr, 48.509, -0.09, 0.18, -0.03
Acc, 48.513, -5.84, -4.21, -7.19
Gyr, 48.516, -0.12, 0.19, -0.04
Gyr, 48.519, -0.14, 0.21, -0.04
Acc, 48.522, -5.58, -3.94, -7.04
Gyr, 48.525, -0.13, 0.23, -0.05
Gyr, 48.528, -0.11, 0.26, -0.06
Acc, 48.531, -5.41, -3.84, -6.70
Gyr, 48.535, -0.09, 0.29, -0.08
Gyr, 48.538, -0.14, 0.33, -0.08
Gyr, 48.553, -0.22, 0.40, -0.09
Acc, 48.559, -5.25, -3.67, -6.28
Gyr, 48.563, -0.32, 0.47, -0.09
Gyr, 48.566, -0.43, 0.55, -0.11
Acc, 48.569, -4.96, -3.12, -6.09
Gyr, 48.579, -0.53, 0.63, -0.13
Gyr, 48.593, -0.65, 0.72, -0.15
Acc, 48.599, -5.45, -2.72, -6.34
Gyr, 48.603, -0.73, 0.81, -0.17
Gyr, 48.618, -0.71, 0.89, -0.18
Acc, 48.625, -5.37, -2.58, -5.67
Gyr, 48.629, -0.20, 0.76, -0.24
Gyr, 48.635, 0.62, 0.51, 0.07
Acc, 48.639, -4.66, -3.44, -4.36
Gyr, 48.643, 1.11, 0.39, 0.41
Gyr, 48.657, 0.72, 0.06, 0.31
Acc, 48.662, -2.16, -12.83, -12.84
Gyr, 48.665, -0.37, -0.18, 0.28
Gyr, 48.670, -0.95, -0.28, 0.29
Acc, 48.674, -9.32, -12.02, -22.37
Gyr, 48.685, -0.81, -0.38, 0.26
Gyr, 48.692, -0.39, -0.44, 0.21
Acc, 48.701, -9.26, -4.50, -14.22
Gyr, 48.705, -0.03, -0.40, 0.16
Gyr, 48.708, 0.29, -0.36, 0.10
Acc, 48.715, -9.26, -4.50, -14.22
Gyr, 48.721, 0.56, -0.32, 0.12
Gyr, 48.738, 0.70, -0.29, 0.15
Acc, 48.745, -3.67, -7.19, -4.31
Gyr, 48.749, 0.59, -0.31, 0.13
Gyr, 48.758, 0.34, -0.30, 0.14
Acc, 48.764, -4.24, -1.45, -5.51
Gyr, 48.768, 0.16, -0.27, 0.17
Gyr, 48.786, 0.04, -0.26, 0.16
Acc, 48.791, -4.24, -1.45, -5.51
Gyr, 48.795, -0.02, -0.24, 0.12
Gyr, 48.798, 0.01, -0.21, 0.11
Acc, 48.811, -4.24, -1.45, -5.51
Gyr, 48.816, 0.09, -0.19, 0.10
Gyr, 48.821, 0.16, -0.18, 0.09
Acc, 48.838, -4.24, -1.45, -5.51
